,LoginDate,LoginTime,Timing,StudentsId
620,3/21/2021,11,am,2640
621,3/21/2021,11,am,2640
622,3/21/2021,10,am,2544
623,3/21/2021,10,am,2544
624,3/21/2021,10,am,3116
625,3/21/2021,10,am,2258
626,3/21/2021,10,am,2258
627,3/21/2021,10,am,3116
628,3/21/2021,10,am,2072
629,3/21/2021,10,am,2262
630,3/21/2021,10,am,2262
631,3/21/2021,10,am,2962
632,3/21/2021,10,am,2962
633,3/21/2021,10,am,2782
634,3/21/2021,10,am,2782
635,3/21/2021,10,am,2932
636,3/21/2021,10,am,2932
637,3/21/2021,10,am,2932
638,3/21/2021,10,am,2782
639,3/21/2021,10,am,2316
640,3/21/2021,10,am,2316
641,3/21/2021,10,am,2222
642,3/21/2021,10,am,2512
643,3/21/2021,10,am,2512
644,3/21/2021,10,am,2928
645,3/21/2021,10,am,2020
646,3/21/2021,10,am,2020
647,3/21/2021,9,am,2760
648,3/21/2021,8,am,3574
649,3/21/2021,8,am,3574
650,3/21/2021,8,am,3574
651,3/21/2021,8,am,2072
652,3/21/2021,7,am,2760
653,3/21/2021,7,am,2760
654,3/21/2021,7,am,2760
655,3/21/2021,7,am,2760
656,3/21/2021,7,am,2760
657,3/21/2021,7,am,2760
658,3/21/2021,7,am,2760
659,3/21/2021,6,am,2716
660,3/21/2021,6,am,2716
661,3/21/2021,3,am,2932
662,3/21/2021,3,am,2932
663,3/21/2021,3,am,2932
664,3/21/2021,1,am,2258
665,3/21/2021,1,am,2258
666,3/21/2021,1,am,2258
667,3/21/2021,1,am,1864
668,3/21/2021,1,am,3566
669,3/21/2021,1,am,2512
670,3/21/2021,1,am,2512
671,3/21/2021,1,am,2962
672,3/21/2021,12,am,4944
673,3/21/2021,12,am,4944
674,3/21/2021,12,am,4944
675,3/21/2021,12,am,4944
676,3/21/2021,12,am,4944
677,3/21/2021,12,am,4944
678,3/21/2021,12,am,3574
679,3/21/2021,12,am,2512
680,3/21/2021,12,am,2692
681,3/20/2021,11,pm,4944
682,3/20/2021,11,pm,4944
683,3/20/2021,11,pm,4944
684,3/20/2021,11,pm,4944
685,3/20/2021,11,pm,4944
686,3/20/2021,11,pm,4944
687,3/20/2021,11,pm,1838
688,3/20/2021,11,pm,1838
689,3/20/2021,11,pm,3188
690,3/20/2021,11,pm,2962
691,3/20/2021,11,pm,3188
692,3/20/2021,11,pm,3188
693,3/20/2021,11,pm,3188
694,3/20/2021,11,pm,3188
695,3/20/2021,11,pm,3188
696,3/20/2021,11,pm,3188
697,3/20/2021,11,pm,3188
698,3/20/2021,11,pm,3574
699,3/20/2021,11,pm,3116
700,3/20/2021,11,pm,3574
701,3/20/2021,11,pm,2904
702,3/20/2021,11,pm,3574
703,3/20/2021,11,pm,2904
704,3/20/2021,11,pm,3514
705,3/20/2021,11,pm,3574
706,3/20/2021,11,pm,2316
707,3/20/2021,11,pm,2512
708,3/20/2021,11,pm,2512
709,3/20/2021,11,pm,3574
710,3/20/2021,10,pm,2316
711,3/20/2021,10,pm,3574
712,3/20/2021,10,pm,3574
713,3/20/2021,10,pm,2472
714,3/20/2021,10,pm,2472
715,3/20/2021,10,pm,2472
716,3/20/2021,10,pm,2316
717,3/20/2021,10,pm,2316
718,3/20/2021,10,pm,2316
719,3/20/2021,10,pm,2316
720,3/20/2021,10,pm,2316
721,3/20/2021,10,pm,2316
722,3/20/2021,10,pm,2316
723,3/20/2021,10,pm,2316
724,3/20/2021,10,pm,2316
725,3/20/2021,10,pm,4944
726,3/20/2021,10,pm,4944
727,3/20/2021,10,pm,4944
728,3/20/2021,10,pm,4944
729,3/20/2021,10,pm,4944
730,3/20/2021,10,pm,4944
731,3/20/2021,10,pm,2688
732,3/20/2021,10,pm,2258
733,3/20/2021,10,pm,2258
734,3/20/2021,10,pm,2072
735,3/20/2021,10,pm,2544
736,3/20/2021,10,pm,2544
737,3/20/2021,10,pm,2544
738,3/20/2021,10,pm,4154
739,3/20/2021,10,pm,4154
740,3/20/2021,10,pm,4154
741,3/20/2021,10,pm,2904
742,3/20/2021,10,pm,2724
743,3/20/2021,10,pm,3116
744,3/20/2021,10,pm,2724
745,3/20/2021,10,pm,3116
746,3/20/2021,10,pm,1844
747,3/20/2021,10,pm,2920
748,3/20/2021,10,pm,3116
749,3/20/2021,10,pm,2904
750,3/20/2021,10,pm,2904
751,3/20/2021,10,pm,2692
752,3/20/2021,9,pm,4944
753,3/20/2021,9,pm,4944
754,3/20/2021,9,pm,4944
755,3/20/2021,9,pm,4944
756,3/20/2021,9,pm,4944
757,3/20/2021,9,pm,4944
758,3/20/2021,9,pm,2258
759,3/20/2021,9,pm,2258
760,3/20/2021,9,pm,2258
761,3/20/2021,9,pm,2116
762,3/20/2021,9,pm,2962
763,3/20/2021,9,pm,2716
764,3/20/2021,9,pm,2716
765,3/20/2021,9,pm,2716
766,3/20/2021,9,pm,2716
767,3/20/2021,9,pm,2920
768,3/20/2021,9,pm,2920
769,3/20/2021,9,pm,1894
770,3/20/2021,9,pm,2536
771,3/20/2021,9,pm,2536
772,3/20/2021,9,pm,2472
773,3/20/2021,9,pm,2472
774,3/20/2021,9,pm,2472
775,3/20/2021,9,pm,2512
776,3/20/2021,9,pm,2512
777,3/20/2021,9,pm,2512
778,3/20/2021,9,pm,2512
779,3/20/2021,8,pm,2904
780,3/20/2021,8,pm,4944
781,3/20/2021,8,pm,4944
782,3/20/2021,8,pm,4944
783,3/20/2021,8,pm,4944
784,3/20/2021,8,pm,4944
785,3/20/2021,8,pm,4944
786,3/20/2021,8,pm,2904
787,3/20/2021,8,pm,3356
788,3/20/2021,8,pm,3514
789,3/20/2021,8,pm,3116
790,3/20/2021,8,pm,3116
791,3/20/2021,8,pm,2072
792,3/20/2021,8,pm,2116
793,3/20/2021,8,pm,3356
794,3/20/2021,8,pm,3116
795,3/20/2021,8,pm,3116
796,3/20/2021,8,pm,3116
797,3/20/2021,8,pm,2094
798,3/20/2021,8,pm,2692
799,3/20/2021,8,pm,4944
800,3/20/2021,8,pm,4944
801,3/20/2021,8,pm,4944
802,3/20/2021,8,pm,4944
803,3/20/2021,8,pm,4944
804,3/20/2021,8,pm,4944
805,3/20/2021,7,pm,3174
806,3/20/2021,7,pm,2020
807,3/20/2021,7,pm,1894
808,3/20/2021,7,pm,2094
809,3/20/2021,7,pm,2512
810,3/20/2021,7,pm,2512
811,3/20/2021,7,pm,2020
812,3/20/2021,7,pm,2876
813,3/20/2021,7,pm,2876
814,3/20/2021,7,pm,2444
815,3/20/2021,7,pm,2444
816,3/20/2021,7,pm,2724
817,3/20/2021,7,pm,2544
818,3/20/2021,7,pm,2544
819,3/20/2021,7,pm,2962
820,3/20/2021,7,pm,2962
821,3/20/2021,7,pm,3174
822,3/20/2021,7,pm,2958
823,3/20/2021,6,pm,2084
824,3/20/2021,6,pm,4944
825,3/20/2021,6,pm,4944
826,3/20/2021,6,pm,4944
827,3/20/2021,6,pm,4944
828,3/20/2021,6,pm,4944
829,3/20/2021,6,pm,4944
830,3/20/2021,6,pm,2716
831,3/20/2021,6,pm,2932
832,3/20/2021,6,pm,2086
